"","Gemeinde","Zulassungsjahr","Postleitzahl","Laengengrad","Breitengrad","Anzahl_betroffen_Jahr"
"465","ALSDORF2","2014","57518",7.882849,50.77617,26
"466","ALSDORF2","2015","57518",7.882849,50.77617,28
"467","ALSDORF2","2016","57518",7.882849,50.77617,32
"468","ALSENZ","2009","67821",7.8152,49.724272,2
"469","ALSENZ","2010","67821",7.8152,49.724272,2
"470","ALSENZ","2011","67821",7.8152,49.724272,1
"471","ALSENZ","2013","67821",7.8152,49.724272,2
"472","ALSENZ","2014","67821",7.8152,49.724272,1
"473","ALSENZ","2015","67821",7.8152,49.724272,1
"474","ALSENZ","2016","67821",7.8152,49.724272,1
"475","ALSHEIM","2011","67577",8.341322,49.767929,7
"476","ALSHEIM","2012","67577",8.341322,49.767929,2
"477","ALSHEIM","2014","67577",8.341322,49.767929,1
"478","ALSHEIM","2015","67577",8.341322,49.767929,1
"479","ALSLEBEN (SAALE)","2009","06425",11.67745,51.700463,1
"480","ALSLEBEN (SAALE)","2010","06425",11.67745,51.700463,1
"481","ALSLEBEN (SAALE)","2011","06425",11.67745,51.700463,3
"482","ALSLEBEN (SAALE)","2012","06425",11.67745,51.700463,2
"483","ALSLEBEN (SAALE)","2013","06425",11.67745,51.700463,3
"484","ALSLEBEN (SAALE)","2014","06425",11.67745,51.700463,2
"485","ALSLEBEN (SAALE)","2015","06425",11.67745,51.700463,1
"486","ALSLEBEN (SAALE)","2016","06425",11.67745,51.700463,1
"487","ALT METELN","2010","19069",11.339597,53.747671,1
"488","ALT METELN","2011","19069",11.339597,53.747671,2
"489","ALT METELN","2013","19069",11.339597,53.747671,1
"490","ALT METELN","2014","19069",11.339597,53.747671,1
"491","ALT TUCHEBAND","2009","15328",14.511961,52.536635,2
"492","ALT TUCHEBAND","2011","15328",14.511961,52.536635,1
"493","ALTBACH","2009","73776",9.380166,48.723629,7
"494","ALTBACH","2010","73776",9.380166,48.723629,1
"495","ALTBACH","2011","73776",9.380166,48.723629,1
"496","ALTBACH","2012","73776",9.380166,48.723629,10
"497","ALTBACH","2013","73776",9.380166,48.723629,5
"498","ALTBACH","2014","73776",9.380166,48.723629,4
"499","ALTBACH","2015","73776",9.380166,48.723629,4
"500","ALTBACH","2016","73776",9.380166,48.723629,3
"501","ALTDOEBERN","2009","03229",14.035029,51.651872,2
"502","ALTDOEBERN","2011","03229",14.035029,51.651872,3
"503","ALTDOEBERN","2013","03229",14.035029,51.651872,1
"504","ALTDOEBERN","2015","03229",14.035029,51.651872,1
"505","ALTDOEBERN","2016","03229",14.035029,51.651872,2
"506","ALTDORF","2015","67482",8.215757,49.286213,1
"507","ALTDORF","2016","67482",8.215757,49.286213,1
"508","ALTDORF1","2013","71155",8.995571,48.630941,1
"509","ALTDORF1","2014","71155",8.995571,48.630941,2
"510","ALTDORF1","2015","71155",8.995571,48.630941,2
"511","ALTDORF2","2009","72655",9.271505,48.594688,1
"512","ALTDORF2","2012","72655",9.271505,48.594688,2
"513","ALTEFAEHR","2012","18573",13.126612,54.330671,1
"514","ALTEFAEHR","2015","18573",13.126612,54.330671,1
"515","ALTEFAEHR","2016","18573",13.126612,54.330671,1
"516","ALTEGLOFSHEIM","2009","93087",12.203745,48.919919,3
"517","ALTEGLOFSHEIM","2010","93087",12.203745,48.919919,2
"518","ALTEGLOFSHEIM","2012","93087",12.203745,48.919919,2
"519","ALTEGLOFSHEIM","2013","93087",12.203745,48.919919,1
"520","ALTEGLOFSHEIM","2014","93087",12.203745,48.919919,5
"521","ALTEGLOFSHEIM","2015","93087",12.203745,48.919919,5
"522","ALTEGLOFSHEIM","2016","93087",12.203745,48.919919,6
"523","ALTENAHR","2011","53505",6.991859,50.517326,2
"524","ALTENAHR","2012","53505",6.991859,50.517326,1
"525","ALTENAHR","2014","53505",6.991859,50.517326,1
"526","ALTENAHR","2015","53505",6.991859,50.517326,1
"527","ALTENAHR","2016","53505",6.991859,50.517326,2
"528","ALTENBEKEN","2009","33184",8.944689,51.760981,8
"529","ALTENBEKEN","2010","33184",8.944689,51.760981,6
"530","ALTENBEKEN","2011","33184",8.944689,51.760981,4
"531","ALTENBEKEN","2012","33184",8.944689,51.760981,8
"532","ALTENBEKEN","2013","33184",8.944689,51.760981,4
"533","ALTENBEKEN","2014","33184",8.944689,51.760981,8
"534","ALTENBEKEN","2015","33184",8.944689,51.760981,5
"535","ALTENBEKEN","2016","33184",8.944689,51.760981,9
"536","ALTENBERG","2009","01773",13.757339,50.766357,6
"537","ALTENBERG","2010","01773",13.757339,50.766357,4
"538","ALTENBERG","2011","01773",13.757339,50.766357,10
"539","ALTENBERG","2012","01773",13.757339,50.766357,6
"540","ALTENBERG","2013","01773",13.757339,50.766357,8
"541","ALTENBERG","2014","01773",13.757339,50.766357,10
"542","ALTENBERG","2015","01773",13.757339,50.766357,9
"543","ALTENBERG","2016","01773",13.757339,50.766357,7
"544","ALTENBERGA","2009","07768",11.540544,50.830629,1
"545","ALTENBUCH","2010","97901",9.401534,49.827992,2
"546","ALTENBUCH","2011","97901",9.401534,49.827992,1
"547","ALTENBUCH","2013","97901",9.401534,49.827992,2
"548","ALTENBUCH","2014","97901",9.401534,49.827992,2
"549","ALTENBUCH","2016","97901",9.401534,49.827992,1
"550","ALTENBURG","2009","04600",12.437252,50.987195,27
"551","ALTENBURG","2010","04600",12.437252,50.987195,20
"552","ALTENBURG","2011","04600",12.437252,50.987195,17
"553","ALTENBURG","2012","04600",12.437252,50.987195,40
"554","ALTENBURG","2013","04600",12.437252,50.987195,32
"555","ALTENBURG","2014","04600",12.437252,50.987195,24
"556","ALTENBURG","2015","04600",12.437252,50.987195,23
"557","ALTENBURG","2016","04600",12.437252,50.987195,19
"558","ALTENDIEZ","2009","65624",7.98331,50.370944,2
"559","ALTENDIEZ","2011","65624",7.98331,50.370944,1
"560","ALTENDIEZ","2012","65624",7.98331,50.370944,1
"561","ALTENDIEZ","2013","65624",7.98331,50.370944,2
"562","ALTENDIEZ","2014","65624",7.98331,50.370944,3
"563","ALTENDIEZ","2015","65624",7.98331,50.370944,1
"564","ALTENDIEZ","2016","65624",7.98331,50.370944,2
"565","ALTENDORF","2011","92540",12.28001,49.404846,1
"566","ALTENDORF","2013","92540",12.28001,49.404846,3
"567","ALTENDORF","2014","92540",12.28001,49.404846,2
"568","ALTENDORF1","2010","96146",11.010627,49.797254,1
"569","ALTENDORF1","2013","96146",11.010627,49.797254,1
"570","ALTENDORF1","2016","96146",11.010627,49.797254,2
"571","ALTENFELD","2009","98701",10.960638,50.564833,1
"572","ALTENFELD","2011","98701",10.960638,50.564833,1
"573","ALTENFELD","2012","98701",10.960638,50.564833,2
"574","ALTENFELD","2014","98701",10.960638,50.564833,1
"575","ALTENFELD","2015","98701",10.960638,50.564833,1
"576","ALTENGLAN","2009","66885",7.463616,49.552743,2
"577","ALTENGLAN","2010","66885",7.463616,49.552743,2
"578","ALTENGLAN","2011","66885",7.463616,49.552743,6
"579","ALTENGLAN","2012","66885",7.463616,49.552743,4
"580","ALTENGLAN","2014","66885",7.463616,49.552743,4
"581","ALTENGLAN","2015","66885",7.463616,49.552743,4
"582","ALTENGLAN","2016","66885",7.463616,49.552743,4
"583","ALTENHAUSEN","2009","39343",11.253666,52.261877,1
"584","ALTENHAUSEN","2010","39343",11.253666,52.261877,2
"585","ALTENHAUSEN","2011","39343",11.253666,52.261877,2
"586","ALTENHAUSEN","2012","39343",11.253666,52.261877,1
"587","ALTENHAUSEN","2013","39343",11.253666,52.261877,2
"588","ALTENHAUSEN","2016","39343",11.253666,52.261877,1
"589","ALTENKUNSTADT","2009","96264",11.247931,50.125678,2
"590","ALTENKUNSTADT","2010","96264",11.247931,50.125678,1
"591","ALTENKUNSTADT","2011","96264",11.247931,50.125678,7
"592","ALTENKUNSTADT","2012","96264",11.247931,50.125678,6
"593","ALTENKUNSTADT","2013","96264",11.247931,50.125678,7
"594","ALTENKUNSTADT","2014","96264",11.247931,50.125678,6
"595","ALTENKUNSTADT","2015","96264",11.247931,50.125678,11
"596","ALTENKUNSTADT","2016","96264",11.247931,50.125678,5
"597","ALTENMARKT A.D.ALZ","2009","83352",12.534451,48.000706,1
"598","ALTENMARKT A.D.ALZ","2010","83352",12.534451,48.000706,5
"599","ALTENMARKT A.D.ALZ","2011","83352",12.534451,48.000706,3
"600","ALTENMARKT A.D.ALZ","2012","83352",12.534451,48.000706,6
"601","ALTENMARKT A.D.ALZ","2013","83352",12.534451,48.000706,7
"602","ALTENMARKT A.D.ALZ","2014","83352",12.534451,48.000706,6
"603","ALTENMARKT A.D.ALZ","2015","83352",12.534451,48.000706,7
"604","ALTENMARKT A.D.ALZ","2016","83352",12.534451,48.000706,3
"605","ALTENMEDINGEN","2009","29575",10.602557,53.131093,1
"606","ALTENMEDINGEN","2011","29575",10.602557,53.131093,3
"607","ALTENMEDINGEN","2012","29575",10.602557,53.131093,3
"608","ALTENMUENSTER","2009","86450",10.590476,48.464837,4
"609","ALTENMUENSTER","2010","86450",10.590476,48.464837,4
"610","ALTENMUENSTER","2011","86450",10.590476,48.464837,8
"611","ALTENMUENSTER","2012","86450",10.590476,48.464837,2
"612","ALTENMUENSTER","2013","86450",10.590476,48.464837,2
"613","ALTENMUENSTER","2014","86450",10.590476,48.464837,4
"614","ALTENMUENSTER","2015","86450",10.590476,48.464837,7
"615","ALTENMUENSTER","2016","86450",10.590476,48.464837,5
"616","ALTENPLEEN","2010","18445",12.956614,54.354376,1
"617","ALTENPLEEN","2014","18445",12.956614,54.354376,1
"618","ALTENPLEEN","2016","18445",12.956614,54.354376,1
"619","ALTENRIET","2009","72657",9.221764,48.591482,2
"620","ALTENRIET","2010","72657",9.221764,48.591482,1
"621","ALTENRIET","2012","72657",9.221764,48.591482,1
"622","ALTENRIET","2013","72657",9.221764,48.591482,1
"623","ALTENRIET","2014","72657",9.221764,48.591482,1
"624","ALTENSTADT","2009","63674",8.945024,50.285831,11
"625","ALTENSTADT","2010","63674",8.945024,50.285831,19
"626","ALTENSTADT","2011","63674",8.945024,50.285831,11
"627","ALTENSTADT","2012","63674",8.945024,50.285831,13
"628","ALTENSTADT","2013","63674",8.945024,50.285831,9
"629","ALTENSTADT","2014","63674",8.945024,50.285831,17
"630","ALTENSTADT","2015","63674",8.945024,50.285831,18
"631","ALTENSTADT","2016","63674",8.945024,50.285831,14
"632","ALTENSTADT1","2009","86972",10.872239,47.82328,9
"633","ALTENSTADT1","2010","86972",10.872239,47.82328,6
"634","ALTENSTADT1","2011","86972",10.872239,47.82328,7
"635","ALTENSTADT1","2012","86972",10.872239,47.82328,18
"636","ALTENSTADT1","2013","86972",10.872239,47.82328,11
"637","ALTENSTADT1","2014","86972",10.872239,47.82328,12
"638","ALTENSTADT1","2015","86972",10.872239,47.82328,13
"639","ALTENSTADT1","2016","86972",10.872239,47.82328,16
"640","ALTENTHANN","2011","93177",12.304003,49.092439,1
"641","ALTENTHANN","2012","93177",12.304003,49.092439,1
"642","ALTENTHANN","2013","93177",12.304003,49.092439,1
"643","ALTENTHANN","2015","93177",12.304003,49.092439,1
"644","ALTENTHANN","2016","93177",12.304003,49.092439,1
"645","ALTENTREPTOW","2009","17087",13.252613,53.693838,6
"646","ALTENTREPTOW","2010","17087",13.252613,53.693838,9
"647","ALTENTREPTOW","2011","17087",13.252613,53.693838,6
"648","ALTENTREPTOW","2012","17087",13.252613,53.693838,4
"649","ALTENTREPTOW","2013","17087",13.252613,53.693838,6
"650","ALTENTREPTOW","2014","17087",13.252613,53.693838,4
"651","ALTENTREPTOW","2015","17087",13.252613,53.693838,7
"652","ALTENTREPTOW","2016","17087",13.252613,53.693838,2
"653","ALTERTHEIM","2011","97237",9.763603,49.727574,2
"654","ALTERTHEIM","2012","97237",9.763603,49.727574,1
"655","ALTERTHEIM","2014","97237",9.763603,49.727574,1
"656","ALTERTHEIM","2015","97237",9.763603,49.727574,1
"657","ALTFRAUNHOFEN","2009","84169",12.171848,48.449443,1
"658","ALTFRAUNHOFEN","2010","84169",12.171848,48.449443,2
"659","ALTFRAUNHOFEN","2011","84169",12.171848,48.449443,1
"660","ALTFRAUNHOFEN","2012","84169",12.171848,48.449443,2
"661","ALTFRAUNHOFEN","2016","84169",12.171848,48.449443,1
"662","ALTHEGNENBERG","2010","82278",11.064455,48.233116,1
"663","ALTHEGNENBERG","2011","82278",11.064455,48.233116,1
"664","ALTHEGNENBERG","2013","82278",11.064455,48.233116,2
"665","ALTHEGNENBERG","2015","82278",11.064455,48.233116,1
"666","ALTHEGNENBERG","2016","82278",11.064455,48.233116,1
"667","ALTHEIM","2010","88499",9.448855,48.145555,1
"668","ALTHEIM","2012","88499",9.448855,48.145555,2
"669","ALTHEIM","2013","88499",9.448855,48.145555,1
"670","ALTHEIM","2014","88499",9.448855,48.145555,2
"671","ALTHEIM","2016","88499",9.448855,48.145555,2
"672","ALTHEIM (ALB)","2009","89174",10.025037,48.581738,1
"673","ALTHEIM (ALB)","2011","89174",10.025037,48.581738,4
"674","ALTHEIM (ALB)","2012","89174",10.025037,48.581738,4
"675","ALTHEIM (ALB)","2013","89174",10.025037,48.581738,2
"676","ALTHEIM (ALB)","2014","89174",10.025037,48.581738,2
"677","ALTHEIM (ALB)","2015","89174",10.025037,48.581738,1
"678","ALTHEIM (ALB)","2016","89174",10.025037,48.581738,1
"679","ALTHEIM1","2009","89605",9.770679,48.327677,1
"680","ALTHEIM1","2010","89605",9.770679,48.327677,1
"681","ALTHEIM1","2012","89605",9.770679,48.327677,4
"682","ALTHEIM1","2013","89605",9.770679,48.327677,2
"683","ALTHEIM1","2014","89605",9.770679,48.327677,1
"684","ALTHEIM1","2015","89605",9.770679,48.327677,4
"685","ALTHEIM1","2016","89605",9.770679,48.327677,5
"686","ALTKALEN","2011","17179",12.740792,53.899928,1
"687","ALTKIRCHEN","2010","04626",12.345566,50.934584,1
"688","ALTKIRCHEN","2011","04626",12.345566,50.934584,1
"689","ALTKIRCHEN","2012","04626",12.345566,50.934584,2
"690","ALTKIRCHEN","2016","04626",12.345566,50.934584,1
"691","ALTLANDSBERG","2009","15345",13.728164,52.566902,6
"692","ALTLANDSBERG","2010","15345",13.728164,52.566902,7
"693","ALTLANDSBERG","2011","15345",13.728164,52.566902,14
"694","ALTLANDSBERG","2012","15345",13.728164,52.566902,9
"695","ALTLANDSBERG","2013","15345",13.728164,52.566902,11
"696","ALTLANDSBERG","2014","15345",13.728164,52.566902,6
"697","ALTLANDSBERG","2015","15345",13.728164,52.566902,10
"698","ALTLANDSBERG","2016","15345",13.728164,52.566902,7
"699","ALTLEININGEN","2009","67317",8.074275,49.508098,2
"700","ALTLEININGEN","2011","67317",8.074275,49.508098,3
"701","ALTLEININGEN","2012","67317",8.074275,49.508098,2
"702","ALTLEININGEN","2013","67317",8.074275,49.508098,2
"703","ALTLEININGEN","2015","67317",8.074275,49.508098,2
"704","ALTLEININGEN","2016","67317",8.074275,49.508098,3
"705","ALTLUSSHEIM","2009","68804",8.498339,49.301347,6
"706","ALTLUSSHEIM","2010","68804",8.498339,49.301347,2
"707","ALTLUSSHEIM","2011","68804",8.498339,49.301347,11
"708","ALTLUSSHEIM","2012","68804",8.498339,49.301347,5
"709","ALTLUSSHEIM","2013","68804",8.498339,49.301347,8
"710","ALTLUSSHEIM","2014","68804",8.498339,49.301347,6
"711","ALTLUSSHEIM","2015","68804",8.498339,49.301347,3
"712","ALTLUSSHEIM","2016","68804",8.498339,49.301347,6
"713","ALTMITTWEIDA","2010","09648",12.956935,50.967479,2
"714","ALTMITTWEIDA","2011","09648",12.956935,50.967479,3
"715","ALTMITTWEIDA","2014","09648",12.956935,50.967479,2
"716","ALTMITTWEIDA","2015","09648",12.956935,50.967479,2
"717","ALTMITTWEIDA","2016","09648",12.956935,50.967479,2
"718","ALTRICH","2010","54518",6.910954,49.956432,1
"719","ALTRICH","2011","54518",6.910954,49.956432,2
"720","ALTRICH","2013","54518",6.910954,49.956432,1
"721","ALTRICH","2014","54518",6.910954,49.956432,1
"722","ALTRICH","2016","54518",6.910954,49.956432,1
"723","ALTRIP","2009","67122",8.494911,49.431382,6
"724","ALTRIP","2010","67122",8.494911,49.431382,6
"725","ALTRIP","2011","67122",8.494911,49.431382,10
"726","ALTRIP","2012","67122",8.494911,49.431382,9
"727","ALTRIP","2013","67122",8.494911,49.431382,4
"728","ALTRIP","2014","67122",8.494911,49.431382,10
"729","ALTRIP","2015","67122",8.494911,49.431382,7
"730","ALTRIP","2016","67122",8.494911,49.431382,7
"731","ALTSHAUSEN","2009","88361",9.538271,47.93449,1
"732","ALTSHAUSEN","2010","88361",9.538271,47.93449,2
"733","ALTSHAUSEN","2011","88361",9.538271,47.93449,2
"734","ALTSHAUSEN","2012","88361",9.538271,47.93449,3
"735","ALTSHAUSEN","2013","88361",9.538271,47.93449,2
"736","ALTSHAUSEN","2014","88361",9.538271,47.93449,1
"737","ALTSHAUSEN","2015","88361",9.538271,47.93449,6
"738","ALTSHAUSEN","2016","88361",9.538271,47.93449,4
"739","AM MELLENSEE","2009","15838",13.405535,52.156432,8
"740","AM MELLENSEE","2010","15838",13.405535,52.156432,6
"741","AM MELLENSEE","2011","15838",13.405535,52.156432,8
"742","AM MELLENSEE","2012","15838",13.405535,52.156432,7
"743","AM MELLENSEE","2013","15838",13.405535,52.156432,2
"744","AM MELLENSEE","2014","15838",13.405535,52.156432,9
"745","AM MELLENSEE","2015","15838",13.405535,52.156432,5
"746","AM MELLENSEE","2016","15838",13.405535,52.156432,9
"747","AMBERG","2009","86854",10.680117,48.06172,4
"748","AMBERG","2010","86854",10.680117,48.06172,1
"749","AMBERG","2016","86854",10.680117,48.06172,1
"750","AMBERG1","2009","92224",11.855879,49.442448,2
"751","AMBERG1","2010","92224",11.855879,49.442448,2
"752","AMBERG1","2013","92224",11.855879,49.442448,1
"753","AMBERG1","2015","92224",11.855879,49.442448,2
"754","AMELINGHAUSEN","2010","21385",10.21774,53.130343,2
"755","AMELINGHAUSEN","2011","21385",10.21774,53.130343,4
"756","AMELINGHAUSEN","2012","21385",10.21774,53.130343,3
"757","AMELINGHAUSEN","2013","21385",10.21774,53.130343,5
"758","AMELINGHAUSEN","2015","21385",10.21774,53.130343,4
"759","AMELINGHAUSEN","2016","21385",10.21774,53.130343,4
"760","AMERANG","2009","83123",12.308485,47.990939,5
"761","AMERANG","2010","83123",12.308485,47.990939,1
"762","AMERANG","2011","83123",12.308485,47.990939,2
"763","AMERANG","2012","83123",12.308485,47.990939,2
"764","AMERANG","2013","83123",12.308485,47.990939,7
"765","AMERANG","2014","83123",12.308485,47.990939,8
"766","AMERANG","2015","83123",12.308485,47.990939,3
"767","AMERANG","2016","83123",12.308485,47.990939,4
"768","AMERDINGEN","2009","86735",10.486326,48.725457,2
"769","AMERDINGEN","2013","86735",10.486326,48.725457,3
"770","AMERDINGEN","2016","86735",10.486326,48.725457,2
"771","AMMERBUCH","2009","72119",8.965949,48.553816,9
"772","AMMERBUCH","2010","72119",8.965949,48.553816,9
"773","AMMERBUCH","2011","72119",8.965949,48.553816,9
"774","AMMERBUCH","2012","72119",8.965949,48.553816,15
"775","AMMERBUCH","2013","72119",8.965949,48.553816,4
"776","AMMERBUCH","2014","72119",8.965949,48.553816,9
"777","AMMERBUCH","2015","72119",8.965949,48.553816,16
"778","AMMERBUCH","2016","72119",8.965949,48.553816,10
"779","AMMERTHAL","2009","92260",11.759473,49.439533,3
"780","AMMERTHAL","2010","92260",11.759473,49.439533,3
"781","AMMERTHAL","2011","92260",11.759473,49.439533,1
"782","AMMERTHAL","2015","92260",11.759473,49.439533,1
"783","AMMERTHAL","2016","92260",11.759473,49.439533,2
"784","AMPFING","2009","84539",12.418033,48.25513,7
"785","AMPFING","2010","84539",12.418033,48.25513,7
"786","AMPFING","2011","84539",12.418033,48.25513,6
"787","AMPFING","2012","84539",12.418033,48.25513,9
"788","AMPFING","2013","84539",12.418033,48.25513,11
"789","AMPFING","2014","84539",12.418033,48.25513,3
"790","AMPFING","2015","84539",12.418033,48.25513,9
"791","AMPFING","2016","84539",12.418033,48.25513,4
"792","AMSTETTEN","2009","73340",9.875601,48.577625,2
"793","AMSTETTEN","2010","73340",9.875601,48.577625,5
"794","AMSTETTEN","2011","73340",9.875601,48.577625,5
"795","AMSTETTEN","2012","73340",9.875601,48.577625,5
"796","AMSTETTEN","2013","73340",9.875601,48.577625,4
"797","AMSTETTEN","2014","73340",9.875601,48.577625,5
"798","AMSTETTEN","2015","73340",9.875601,48.577625,9
"799","AMSTETTEN","2016","73340",9.875601,48.577625,2
"800","AMT NEUHAUS","2009","19273",10.928994,53.285751,9
"801","AMT NEUHAUS","2010","19273",10.928994,53.285751,6
"802","AMT NEUHAUS","2011","19273",10.928994,53.285751,9
"803","AMT NEUHAUS","2012","19273",10.928994,53.285751,5
